id,name,x,y,z,x1,y1,z1,x2,y2,z2
669,mL4-L5-21,-402.795911,120.3053795,-313,834,2798,313,1867,2798,313
670,mL4-L5-22,-376.8204275,96.13166372,-313,667,2618,313,2034,2618,313
671,mL4-L5-23,-372.9165977,89.07474047,-313,618,2591,313,2083,2591,313
672,mL4-L5-24,-364.2080541,100.4859355,-313,697,2530,313,2004,2530,313
673,mL4-L5-25,-230.5769542,105.2906492,-313,730,1602,313,1971,1602,313
674,mL4-L5-26,-235.5318152,93.72930687,-313,650,1637,313,2051,1637,313
675,mL4-L5-27,-243.1893277,108.7440372,-313,754,1690,313,1947,1690,313
676,mL4-L5-28,-324.7193133,66.552645,-313,461,2256,313,2240,2256,313
677,mL4-L5-29,-270.6662842,70.45647488,-313,488,1881,313,2213,1881,313
678,mL4-L5-3,-329.6741743,112.9481617,-313,783,2290,313,1918,2290,313
679,mL4-L5-30,-262.7084771,130.9658381,-313,908,1825,313,1793,1825,313
680,mL4-L5-31,-349.1933238,128.8637758,-313,894,2426,313,1807,2426,313
681,mL4-L5-32,-405.3484151,126.0109771,-313,874,2816,313,1827,2816,313
682,mL4-L5-33,-416.159021,141.0257074,-313,978,2891,313,1723,2891,313
683,mL4-L5-34,-400.2434068,216.8500955,-313,1505,2780,313,1196,2780,313
684,mL4-L5-35,-396.3395769,237.8707179,-313,1651,2753,313,1050,2753,313
685,mL4-L5-36,-208.3551534,240.7235167,-313,1671,1448,313,1030,1448,313
686,mL4-L5-37,-205.9527965,213.6970021,-313,1483,1431,313,1218,1431,313
687,mL4-L5-4,-330.1246162,127.962892,-313,888,2294,313,1813,2294,313
688,mL4-L5-5,-280.7261535,129.0139231,-313,895,1950,313,1806,1950,313
689,mL4-L5-6,-301.1461867,277.9600479,-313,1929,2092,313,772,2092,313
690,mL4-L5-7,-280.4258589,140.8755601,-313,977,1948,313,1724,1948,313
691,mL4-L5-8,-285.3807199,168.8029585,-313,1171,1983,313,1530,1983,313
692,mL4-L5-9,-328.4729959,165.8000124,-313,1150,2282,313,1551,2282,313
693,mL4_H-38,-284.383798,69.92053568,-291,485,1976,291,2216,1976,291
694,mL4_H-39,-318.7398902,70.77410318,-291,490,2214,291,2211,2214,291
695,mL4_L-1,-302.1972179,277.509606,-306,1926,2100,306,775,2100,306
696,mL4_L-10,-391.2345686,228.5615851,-306,1586,2718,306,1115,2718,306
697,mL4_L-11,-398.1413446,235.918803,-306,1637,2766,306,1064,2766,306
698,mL4_L-12,-411.8047492,129.0139231,-306,895,2861,306,1806,2861,306
699,mL4_L-13,-400.843996,115.0502239,-306,798,2785,306,1903,2785,306
700,mL4_L-14,-378.7723425,96.88240024,-306,672,2631,306,2029,2631,306
701,mL4_L-15,-373.5171869,88.17385665,-306,611,2595,306,2090,2595,306
702,mL4_L-16,-371.7154192,96.43195833,-306,669,2582,306,2032,2582,306
703,mL4_L-17,-235.2315206,103.3387343,-306,717,1635,306,1984,1635,306
704,mL4_L-18,-235.2315206,90.1257716,-306,625,1635,306,2076,1635,306
705,mL4_L-19,-226.973419,105.1405019,-306,729,1577,306,1972,1577,306
706,mL4_L-2,-301.5966286,88.77444587,-306,615,2095,306,2086,2095,306
707,mL4_L-20,-205.20206,122.4074418,-306,849,1426,306,1852,1426,306
708,mL4_L-21,-209.2560372,224.5076079,-306,1558,1454,306,1143,1454,306
709,mL4_L-22,-206.5533857,238.6214544,-306,1656,1435,306,1045,1435,306
710,mL4_L-23,-194.2413069,126.9118609,-306,880,1350,306,1821,1350,306
711,mL4_L-24,-201.5985247,133.8186368,-306,928,1401,306,1773,1401,306
712,mL4_L-25,-255.201112,132.4673111,-306,919,1773,306,1782,1773,306
713,mL4_L-26,-354.5986267,128.1130393,-306,889,2463,306,1812,2463,306
714,mL4_L-27,-282.8282157,120.9059687,-306,839,1965,306,1862,1965,306
715,mL4_L-28,-326.2207864,119.2543484,-306,827,2266,306,1874,2266,306
716,mL4_L-29,-326.3709337,136.9717302,-306,950,2267,306,1751,2267,306
717,mL4_L-3,-234.1804895,259.191635,-306,1799,1627,306,902,1627,306
718,mL4_L-30,-281.7771846,139.0737924,-306,965,1958,306,1736,1958,306
719,mL4_L-31,-285.0804253,164.4486867,-306,1141,1981,306,1560,1981,306
720,mL4_L-32,-326.2207864,164.4486867,-306,1141,2266,306,1560,2266,306
721,mL4_L-33,-323.5181349,65.65176118,-306,455,2248,306,2246,2248,306
722,mL4_L-34,-273.068641,66.8529396,-306,463,1897,306,2238,1897,306
723,mL4_L-35,-204.1510289,128.4133339,-306,891,1419,306,1810,1419,306
724,mL4_L-36,-402.6457637,122.7077364,-306,851,2797,306,1850,2797,306
725,mL4_L-37,-266.9126016,131.8667219,-306,915,1855,306,1786,1855,306
726,mL4_L-38,-338.2325706,129.6145123,-306,899,2350,306,1802,2350,306
727,mL4_L-4,-216.1628131,242.6754316,-306,1684,1502,306,1017,1502,306
728,mL4_L-5,-258.9547945,260.2426661,-306,1806,1799,306,895,1799,306
729,mL4_L-6,-372.1658611,247.329998,-306,1717,2585,306,984,2585,306
730,mL4_L-7,-375.4691018,257.3898673,-306,1786,2608,306,915,2608,306
731,mL4_L-8,-382.3758778,249.7323549,-306,1733,2656,306,968,2656,306
732,mL4_L-9,-387.1805915,244.6273466,-306,1698,2690,306,1003,2690,306
733,mL5-S1-1,-302.4975125,266.9992947,-354,1853,2102,354,848,2102,354
734,mL5-S1-10,-354.5986267,80.8166388,-354,560,2463,354,2141,2463,354
735,mL5-S1-11,-435.2277285,165.1994232,-354,1146,3023,354,1555,3023,354
736,mL5-S1-12,-430.7233094,172.7067883,-354,1198,2992,354,1503,2992,354
737,mL5-S1-13,-422.0147658,172.7067883,-354,1198,2932,354,1503,2932,354
738,mL5-S1-14,-351.1452387,121.6567053,-354,844,2440,354,1857,2440,354
739,mL5-S1-15,-332.977415,147.4820414,-354,1023,2313,354,1678,2313,354
740,mL5-S1-16,-328.6231432,157.692058,-354,1094,2283,354,1607,2283,354
741,mL5-S1-17,-282.3777738,157.3917634,-354,1092,1962,354,1609,1962,354
742,mL5-S1-18,-276.3718817,146.4310103,-354,1016,1920,354,1685,1920,354
743,mL5-S1-19,-182.2295226,185.4693091,-354,1287,1266,354,1414,1266,354
744,mL5-S1-2,-300.8458921,83.06884835,-354,576,2090,354,2125,2090,354
745,mL5-S1-20,-234.3306368,248.9816184,-354,1728,1628,354,973,1628,354
746,mL5-S1-21,-367.2110001,250.3329441,-354,1737,2551,354,964,2551,354
747,mL5-S1-22,-378.021606,234.7176246,-354,1629,2626,354,1072,2626,354
748,mL5-S1-23,-227.1235663,240.5733694,-354,1670,1578,354,1031,1578,354
749,mL5-S1-24,-254.6005227,129.3142177,-354,897,1769,354,1804,1769,354
750,mL5-S1-25,-275.6211452,112.0472779,-354,777,1915,354,1924,1915,354
751,mL5-S1-26,-326.0706391,106.0413857,-354,735,2265,354,1966,2265,354
752,mL5-S1-27,-337.3316868,108.7440372,-354,754,2344,354,1947,2344,354
753,mL5-S1-28,-265.8615705,115.3505185,-354,800,1847,354,1901,1847,354
754,mL5-S1-29,-376.9705748,160.3947095,-354,1113,2619,354,1588,2619,354
755,mL5-S1-3,-300.5455975,73.00897903,-354,506,2088,354,2195,2088,354
756,mL5-S1-30,-355.3493632,142.3770331,-354,988,2469,354,1713,2469,354
757,mL5-S1-31,-256.2521431,143.4280642,-354,995,1781,354,1706,1781,354
758,mL5-S1-32,-228.474892,161.2955933,-354,1119,1588,354,1582,1588,354
759,mL5-S1-33,-167.6652342,172.1061991,-354,1194,1165,354,1507,1165,354
760,mL5-S1-34,-215.4120766,236.5193922,-354,1641,1497,354,1060,1497,354
761,mL5-S1-35,-398.4416392,226.3093756,-354,1571,2768,354,1130,2768,354
762,mL5-S1-36,-395.2885458,213.5468548,-354,1482,2746,354,1219,2746,354
763,mL5-S1-37,-212.7094252,218.3515685,-354,1515,1478,354,1186,1478,354
764,mL5-S1-38,-379.6732263,81.1169334,-354,562,2638,354,2139,2638,354
765,mL5-S1-39,-264.3600975,91.47709732,-354,634,1837,354,2067,1837,354
766,mL5-S1-4,-248.1441887,89.52518238,-354,621,1724,354,2080,1724,354
767,mL5-S1-40,-338.5328652,90.2759189,-354,626,2352,354,2075,2352,354
768,mL5-S1-41,-248.5946306,129.3142177,-354,897,1727,354,1804,1727,354
769,mL5-S1-42,-356.4003943,121.6567053,-354,844,2476,354,1857,2476,354
770,mL5-S1-43,-262.1078879,133.0679003,-354,923,1821,354,1778,1821,354
771,mL5-S1-44,-346.7909669,124.3593567,-354,863,2409,354,1838,2409,354
772,mL5-S1-5,-256.5524377,81.56737531,-354,565,1783,354,2136,1783,354
773,mL5-S1-6,-223.8203256,86.22194171,-354,598,1555,354,2103,1555,354
774,mL5-S1-7,-263.6093609,75.41133588,-354,523,1832,354,2178,1832,354
775,mL5-S1-8,-335.8302138,70.15618027,-354,486,2333,354,2215,2333,354
776,mL5-S1-9,-340.9352221,76.1620724,-354,528,2369,354,2173,2369,354
777,mL5_H-1,-301.1461867,274.8069545,-328,1907,2092,328,794,2092,328
778,mL5_H-10,-381.3248466,243.4261681,-328,1689,2649,328,1012,2649,328
779,mL5_H-11,-370.8145354,243.1258735,-328,1687,2576,328,1014,2576,328
780,mL5_H-12,-372.616303,254.9875105,-328,1770,2589,328,931,2589,328
781,mL5_H-13,-393.0363363,237.1199814,-328,1646,2730,328,1055,2730,328
782,mL5_H-14,-400.9941433,213.9972967,-328,1485,2786,328,1216,2786,328
783,mL5_H-15,-419.4622616,148.0826306,-328,1027,2914,328,1674,2914,328
784,mL5_H-16,-420.2129982,137.7224667,-328,955,2919,328,1746,2919,328
785,mL5_H-17,-368.8626205,100.4859355,-328,697,2563,328,2004,2563,328
786,mL5_H-18,-358.8027512,101.3868193,-328,703,2493,328,1998,2493,328
787,mL5_H-19,-247.2433049,108.2935953,-328,751,1718,328,1950,1718,328
788,mL5_H-2,-230.8772488,254.236774,-328,1765,1604,328,936,1604,328
789,mL5_H-20,-236.7329937,105.4407965,-328,731,1645,328,1970,1645,328
790,mL5_H-21,-260.7565622,135.9206991,-328,943,1812,328,1758,1812,328
791,mL5_H-22,-284.4798361,160.8451514,-328,1116,1977,328,1585,1977,328
792,mL5_H-23,-328.6231432,160.8451514,-328,1116,2283,328,1585,2283,328
793,mL5_H-24,-349.6437657,131.41628,-328,912,2429,328,1789,2429,328
794,mL5_H-25,-303.6986909,109.644921,-328,760,2110,328,1941,2110,328
795,mL5_H-26,-301.8969232,89.37503508,-328,620,2098,328,2081,2098,328
796,mL5_H-27,-331.7762366,69.10514915,-328,479,2305,328,2222,2305,328
797,mL5_H-28,-269.6152531,72.40838982,-328,502,1873,328,2199,1873,328
798,mL5_H-29,-277.4229128,118.5036119,-328,822,1928,328,1879,1928,328
799,mL5_H-3,-185.5327633,143.4280642,-328,995,1289,328,1706,1289,328
800,mL5_H-30,-329.9744689,117.7528754,-328,817,2292,328,1884,2292,328
801,mL5_H-31,-350.8449441,124.9599459,-328,867,2437,328,1834,2437,328
802,mL5_H-32,-257.3031742,126.9118609,-328,880,1788,328,1821,1788,328
803,mL5_H-33,-187.9351201,171.8059045,-328,1192,1306,328,1509,1306,328
804,mL5_H-34,-421.7144712,158.2926472,-328,1098,2930,328,1603,2930,328
805,mL5_H-35,-243.0391804,103.0384397,-328,715,1689,328,1986,1689,328
806,mL5_H-36,-361.9558445,95.83136912,-328,664,2515,328,2037,2515,328
807,mL5_H-37,-387.0304442,230.5135001,-328,1600,2689,328,1101,2689,328
808,mL5_H-4,-179.8271658,162.4967717,-328,1127,1250,328,1574,1250,328
809,mL5_H-5,-187.9351201,157.2416161,-328,1091,1306,328,1610,1306,328
810,mL5_H-6,-204.1510289,209.0424357,-328,1451,1419,328,1250,1419,328
811,mL5_H-7,-211.9586886,238.3211598,-328,1654,1473,328,1047,1473,328
812,mL5_H-8,-244.9910953,247.4801453,-328,1718,1702,328,983,1702,328
813,mL5_H-9,-221.7182634,244.0267574,-328,1694,1541,328,1007,1541,328
814,mL5_L-1,-302.3473652,270.4526827,-342,1877,2101,342,824,2101,342
815,mL5_L-10,-355.9499524,85.92164711,-342,596,2473,342,2105,2473,342
816,mL5_L-11,-430.2728675,142.9776223,-342,992,2989,342,1709,2989,342
817,mL5_L-12,-420.9637347,162.3466244,-342,1126,2924,342,1575,2924,342
818,mL5_L-13,-230.8772488,249.8825022,-342,1734,1604,342,967,1604,342
819,mL5_L-14,-213.3100144,237.420276,-342,1648,1482,342,1053,1482,342
820,mL5_L-15,-232.0784273,241.6244005,-342,1677,1613,342,1024,1613,342
821,mL5_L-16,-220.9675268,235.3182138,-342,1633,1535,342,1068,1535,342
822,mL5_L-17,-207.7545642,212.1955291,-342,1473,1444,342,1228,1444,342
823,mL5_L-18,-177.4248089,177.0610601,-342,1229,1233,342,1472,1233,342
824,mL5_L-19,-431.7743405,161.7460352,-342,1122,2999,342,1579,2999,342
825,mL5_L-2,-300.3954502,88.92459317,-342,617,2087,342,2084,2087,342
826,mL5_L-20,-391.9853052,233.966888,-342,1624,2723,342,1077,2723,342
827,mL5_L-21,-383.2767616,233.0660042,-342,1618,2663,342,1083,2663,342
828,mL5_L-22,-225.6220932,243.5763154,-342,1691,1568,342,1010,1568,342
829,mL5_L-23,-379.0726371,240.1229275,-342,1667,2633,342,1034,2633,342
830,mL5_L-24,-368.8626205,251.9845644,-342,1749,2563,342,952,2563,342
831,mL5_L-25,-369.7635043,239.372191,-342,1661,2569,342,1040,2569,342
832,mL5_L-26,-274.7202614,109.3446264,-342,758,1909,342,1943,1909,342
833,mL5_L-27,-264.6603921,76.3122197,-342,529,1839,342,2172,1839,342
834,mL5_L-28,-332.977415,70.75676949,-342,490,2313,342,2211,2313,342
835,mL5_L-29,-332.2266785,111.7469833,-342,775,2308,342,1926,2308,342
836,mL5_L-3,-253.9999335,89.82547699,-342,623,1765,342,2078,1765,342
837,mL5_L-30,-329.0735851,142.5271804,-342,989,2286,342,1712,2286,342
838,mL5_L-31,-325.6201972,156.190585,-342,1084,2262,342,1617,2262,342
839,mL5_L-32,-285.2305726,157.9923526,-342,1096,1982,342,1605,1982,342
840,mL5_L-33,-276.8223236,142.9776223,-342,992,1923,342,1709,1923,342
841,mL5_L-34,-334.478888,122.4074418,-342,849,2324,342,1852,2324,342
842,mL5_L-35,-273.9695249,125.2602405,-342,869,1904,342,1832,1904,342
843,mL5_L-36,-267.9636327,122.4074418,-342,849,1862,342,1852,1862,342
844,mL5_L-37,-338.2325706,119.7047903,-342,830,2350,342,1871,2350,342
845,mL5_L-38,-399.9431122,208.8922884,-342,1450,2778,342,1251,2778,342
846,mL5_L-4,-246.1922738,92.22783384,-342,639,1711,342,2062,1711,342
847,mL5_L-5,-171.1186222,160.6950041,-342,1115,1189,342,1586,1189,342
848,mL5_L-6,-186.5837944,172.8569356,-342,1199,1297,342,1502,1297,342
849,mL5_L-7,-263.0087717,130.0649542,-342,902,1827,342,1799,1827,342
850,mL5_L-8,-343.3375789,123.4584729,-342,856,2385,342,1845,2385,342
851,mL5_L-9,-347.9921453,81.86766992,-342,568,2418,342,2133,2418,342
852,mT10-T11-1,-304.8404424,265.9419765,-102,1846,2118,102,855,2118,102
853,mT10-T11-10,-278.0706965,118.2245835,-102,820,1932,102,1881,1932,102
854,mT10-T11-100,-225.4987859,69.36173412,-102,481,1567,102,2220,1567,102
855,mT10-T11-101,-192.1172353,94.68010824,-102,657,1335,102,2044,1335,102
856,mT10-T11-102,-409.6617365,224.0134588,-102,1555,2846,102,1146,2846,102
857,mT10-T11-103,-416.1122776,215.9502824,-102,1499,2891,102,1202,2891,102
858,mT10-T11-104,-390.9551671,80.32765412,-102,557,2716,102,2144,2716,102
859,mT10-T11-105,-397.0831812,86.29440471,-102,598,2759,102,2103,2759,102
860,mT10-T11-106,-274.3616353,115.4831035,-102,801,1906,102,1900,1906,102
861,mT10-T11-107,-304.6791788,261.7491247,-102,1817,2117,102,884,2117,102
862,mT10-T11-108,-230.8204824,250.7832047,-102,1741,1604,102,960,1604,102
863,mT10-T11-109,-370.9584894,252.0733129,-102,1750,2577,102,951,2577,102
864,mT10-T11-11,-276.1355341,104.1946565,-102,723,1919,102,1978,1919,102
865,mT10-T11-110,-351.7681294,73.23205882,-102,508,2444,102,2193,2444,102
866,mT10-T11-12,-315.4838353,114.1929953,-102,792,2192,102,1909,2192,102
867,mT10-T11-13,-316.4514165,104.0333929,-102,721,2199,102,1980,2199,102
868,mT10-T11-14,-317.5802612,81.94028941,-102,568,2206,102,2133,2206,102
869,mT10-T11-15,-275.3292165,80.00512706,-102,555,1913,102,2146,1913,102
870,mT10-T11-16,-307.0981318,159.9918376,-102,1110,2134,102,1591,2134,102
871,mT10-T11-17,-302.2602259,149.3484447,-102,1036,2100,102,1665,2100,102
872,mT10-T11-18,-305.64676,145.8006471,-102,1012,2124,102,1689,2124,102
873,mT10-T11-19,-319.8379506,111.7740424,-102,775,2222,102,1926,2222,102
874,mT10-T11-2,-294.8421035,66.45899059,-102,461,2049,102,2240,2049,102
875,mT10-T11-20,-391.2776941,84.68176941,-102,587,2718,102,2114,2718,102
876,mT10-T11-21,-307.4206588,140.1564235,-102,972,2136,102,1729,2136,102
877,mT10-T11-22,-315.4838353,131.77072,-102,914,2192,102,1787,2192,102
878,mT10-T11-23,-280.0058588,270.2960918,-102,1876,1945,102,825,1945,102
879,mT10-T11-24,-273.3940541,268.5221929,-102,1864,1900,102,837,1900,102
880,mT10-T11-25,-265.8146682,268.0384024,-102,1860,1847,102,841,1847,102
881,mT10-T11-26,-247.9144165,264.8131318,-102,1838,1723,102,863,1723,102
882,mT10-T11-27,-240.0125035,264.8131318,-102,1838,1668,102,863,1668,102
883,mT10-T11-28,-226.7888941,263.0392329,-102,1826,1576,102,875,1576,102
884,mT10-T11-29,-211.3075953,253.8472118,-102,1762,1468,102,939,1468,102
885,mT10-T11-3,-295.3258941,50.97769176,-102,353,2052,102,2348,2052,102
886,mT10-T11-30,-254.2036941,255.4598471,-102,1773,1766,102,928,1766,102
887,mT10-T11-31,-268.2336212,256.5886918,-102,1781,1864,102,920,1864,102
888,mT10-T11-32,-276.2967976,258.6851176,-102,1795,1920,102,906,1920,102
889,mT10-T11-33,-287.2627176,259.0076447,-102,1798,1996,102,903,1996,102
890,mT10-T11-34,-321.1280588,263.36176,-102,1828,2231,102,873,2231,102
891,mT10-T11-35,-325.3209106,269.6510376,-102,1872,2260,102,829,2260,102
892,mT10-T11-36,-339.3508376,270.4573553,-102,1877,2358,102,824,2358,102
893,mT10-T11-37,-347.8978047,265.1356588,-102,1840,2417,102,861,2417,102
894,mT10-T11-38,-342.8986353,256.4274282,-102,1780,2382,102,921,2382,102
895,mT10-T11-39,-332.0939788,258.0400635,-102,1791,2307,102,910,2307,102
896,mT10-T11-4,-262.4281341,35.65765647,-102,247,1823,102,2454,1823,102
897,mT10-T11-40,-370.1521718,259.0076447,-102,1798,2572,102,903,2572,102
898,mT10-T11-41,-396.9219176,251.1057318,-102,1743,2757,102,958,2757,102
899,mT10-T11-42,-391.4389576,251.4282588,-102,1745,2719,102,956,2719,102
900,mT10-T11-43,-300.1638,159.9918376,-102,1110,2085,102,1591,2085,102
901,mT10-T11-44,-244.5278824,85.81061412,-102,595,1699,102,2106,1699,102
902,mT10-T11-45,-207.4372706,249.65436,-102,1733,1442,102,968,1442,102
903,mT10-T11-46,-209.5336965,245.7840353,-102,1706,1456,102,995,1456,102
904,mT10-T11-47,-193.5686071,233.5280071,-102,1621,1345,102,1080,1345,102
905,mT10-T11-48,-186.9568024,233.8505341,-102,1623,1299,102,1078,1299,102
906,mT10-T11-49,-177.2809906,209.6610047,-102,1455,1232,102,1246,1232,102
907,mT10-T11-5,-315.0000447,38.5604,-102,267,2189,102,2434,2189,102
908,mT10-T11-50,-174.5395106,212.8862753,-102,1477,1213,102,1224,1213,102
909,mT10-T11-51,-166.6375976,194.0184424,-102,1346,1158,102,1355,1158,102
910,mT10-T11-52,-170.3466588,193.6959153,-102,1344,1184,102,1357,1184,102
911,mT10-T11-53,-163.5735906,167.40996,-102,1162,1137,102,1539,1137,102
912,mT10-T11-54,-167.9277059,167.8937506,-102,1165,1167,102,1536,1167,102
913,mT10-T11-55,-167.7664424,150.6385529,-102,1045,1166,102,1656,1166,102
914,mT10-T11-56,-164.0573812,147.4132824,-102,1023,1140,102,1678,1140,102
915,mT10-T11-57,-172.4430847,118.2245835,-102,820,1199,102,1881,1199,102
916,mT10-T11-58,-169.8628682,112.0965694,-102,777,1181,102,1924,1181,102
917,mT10-T11-59,-186.6342753,86.61693176,-102,601,1297,102,2100,1297,102
918,mT10-T11-6,-294.1970494,258.3625906,-102,1793,2044,102,908,2044,102
919,mT10-T11-60,-187.1180659,93.55126353,-102,649,1300,102,2052,1300,102
920,mT10-T11-61,-218.5644541,67.42657176,-102,467,1519,102,2234,1519,102
921,mT10-T11-62,-219.3707718,61.62108471,-102,427,1524,102,2274,1524,102
922,mT10-T11-63,-240.8188212,64.68509176,-102,448,1673,102,2253,1673,102
923,mT10-T11-64,-239.0449224,71.61942353,-102,496,1661,102,2205,1661,102
924,mT10-T11-65,-354.3483459,67.58783529,-102,468,2462,102,2233,2462,102
925,mT10-T11-66,-354.9934,63.23372,-102,438,2466,102,2263,2466,102
926,mT10-T11-67,-380.9568282,64.04003765,-102,444,2647,102,2257,2647,102
927,mT10-T11-68,-379.3441929,68.71668,-102,476,2635,102,2225,2635,102
928,mT10-T11-69,-407.7265741,96.61527059,-102,670,2832,102,2031,2832,102
929,mT10-T11-7,-312.5810918,258.0400635,-102,1791,2172,102,910,2172,102
930,mT10-T11-70,-411.2743718,93.39,-102,648,2857,102,2053,2857,102
931,mT10-T11-71,-426.7556706,119.5146918,-102,829,2965,102,1872,2965,102
932,mT10-T11-72,-421.4339741,121.1273271,-102,840,2928,102,1861,2928,102
933,mT10-T11-73,-428.0457788,151.4448706,-102,1051,2974,102,1650,2974,102
934,mT10-T11-74,-432.5611576,154.3476141,-102,1071,3005,102,1630,3005,102
935,mT10-T11-75,-431.5935765,172.0866024,-102,1194,2998,102,1507,2998,102
936,mT10-T11-76,-426.9169341,167.8937506,-102,1165,2966,102,1536,2966,102
937,mT10-T11-77,-428.3683059,194.6634965,-102,1351,2976,102,1350,2976,102
938,mT10-T11-78,-433.0449482,196.5986588,-102,1364,3008,102,1337,3008,102
939,mT10-T11-79,-424.4979812,213.0475388,-102,1478,2949,102,1223,2949,102
940,mT10-T11-8,-300.6475906,129.5130306,-102,898,2089,102,1803,2089,102
941,mT10-T11-80,-419.8213388,210.9511129,-102,1464,2916,102,1237,2916,102
942,mT10-T11-81,-407.8878376,230.6252635,-102,1601,2834,102,1100,2834,102
943,mT10-T11-82,-410.6293176,233.5280071,-102,1621,2853,102,1080,2853,102
944,mT10-T11-83,-328.8692024,253.4217344,-102,1759,2285,102,942,2285,102
945,mT10-T11-84,-279.6833318,44.20462353,-102,306,1943,102,2395,1943,102
946,mT10-T11-85,-308.38824,44.04336,-102,305,2143,102,2396,2143,102
947,mT10-T11-86,-215.0166565,59.52465882,-102,412,1494,102,2289,1494,102
948,mT10-T11-87,-373.2161788,59.84718588,-102,415,2593,102,2286,2593,102
949,mT10-T11-88,-371.6035435,55.00928,-102,381,2582,102,2320,2582,102
950,mT10-T11-89,-329.0299718,37.43155529,-102,259,2286,102,2442,2286,102
951,mT10-T11-9,-308.7107671,125.1589153,-102,868,2145,102,1833,2145,102
952,mT10-T11-90,-260.3317082,38.39913647,-102,266,1809,102,2435,1809,102
953,mT10-T11-91,-151.3175624,183.0525224,-102,1270,1052,102,1431,1052,102
954,mT10-T11-92,-176.1521459,91.13231059,-102,632,1224,102,2069,1224,102
955,mT10-T11-93,-192.2784988,75.81227529,-102,525,1336,102,2176,1336,102
956,mT10-T11-95,-417.7249129,88.55209412,-102,614,2902,102,2087,2902,102
957,mT10-T11-96,-442.3982329,162.7333176,-102,1129,3073,102,1572,3073,102
958,mT10-T11-97,-406.5977294,87.90704,-102,609,2825,102,2092,2825,102
959,mT10-T11-98,-272.4264729,100.1630682,-102,695,1893,102,2006,1893,102
960,mT10-T11-99,-244.3666188,71.94195059,-102,499,1698,102,2202,1698,102
961,mT10_H-1,-292.2618871,79.84386353,-89,553,2031,89,2148,2031,89
962,mT10_H-10,-302.2602259,128.0616588,-89,888,2100,89,1813,2100,89
963,mT10_H-100,-311.12972,163.5396353,-89,1135,2162,89,1566,2162,89
964,mT10_H-101,-285.6500824,133.7058824,-89,928,1985,89,1773,1985,89
965,mT10_H-102,-282.9086024,128.5454494,-89,892,1966,89,1809,1966,89
966,mT10_H-103,-274.3616353,103.5496024,-89,718,1906,89,1983,1906,89
967,mT10_H-104,-194.3749247,88.06830353,-89,611,1351,89,2090,1351,89
968,mT10_H-105,-180.9900518,112.9028871,-89,783,1258,89,1918,1258,89
969,mT10_H-106,-384.8271529,229.4964188,-89,1593,2673,89,1108,2673,89
970,mT10_H-107,-416.7573318,207.2420518,-89,1438,2895,89,1263,2895,89
971,mT10_H-108,-385.3109435,248.3642518,-89,1724,2677,89,977,2677,89
972,mT10_H-109,-366.9269012,232.0766353,-89,1611,2549,89,1090,2549,89
973,mT10_H-11,-306.7756047,124.0300706,-89,860,2131,89,1841,2131,89
974,mT10_H-110,-326.7722824,244.3326635,-89,1696,2270,89,1005,2270,89
975,mT10_H-111,-201.47052,98.38916941,-89,682,1400,89,2019,1400,89
976,mT10_H-112,-250.9784235,101.7757035,-89,706,1744,89,1995,1744,89
977,mT10_H-113,-290.8105153,73.71584941,-89,511,2021,89,2190,2021,89
978,mT10_H-114,-299.0349553,72.58700471,-89,503,2078,89,2198,2078,89
979,mT10_H-115,-344.3500071,257.3950094,-89,1786,2392,89,915,2392,89
980,mT10_H-116,-186.6342753,221.1107153,-89,1534,1297,89,1167,1297,89
981,mT10_H-117,-212.43644,237.7208588,-89,1650,1476,89,1051,1476,89
982,mT10_H-118,-241.3026118,249.65436,-89,1733,1677,89,968,1677,89
983,mT10_H-119,-232.1105906,247.3966706,-89,1717,1613,89,984,1613,89
984,mT10_H-12,-325.4821741,78.71501882,-89,546,2261,89,2155,2261,89
985,mT10_H-13,-331.4489247,69.84552471,-89,484,2303,89,2217,2303,89
986,mT10_H-14,-321.2893224,66.62025412,-89,462,2232,89,2239,2232,89
987,mT10_H-15,-302.4214894,78.71501882,-89,546,2101,89,2155,2101,89
988,mT10_H-16,-295.0033671,56.29938824,-89,390,2050,89,2311,2050,89
989,mT10_H-17,-302.4214894,267.3933482,-89,1856,2101,89,845,2101,89
990,mT10_H-18,-147.1247106,163.2171082,-89,1132,1023,89,1569,1023,89
991,mT10_H-19,-184.3765859,81.61776235,-89,566,1281,89,2135,1281,89
992,mT10_H-2,-282.2635482,76.61859294,-89,531,1961,89,2170,1961,89
993,mT10_H-20,-209.2077317,67.25120052,-89,466,1454,89,2235,1454,89
994,mT10_H-21,-215.17792,59.84718588,-89,415,1495,89,2286,1495,89
995,mT10_H-22,-254.8487482,39.85050824,-89,276,1771,89,2425,1771,89
996,mT10_H-23,-251.6234776,38.39913647,-89,266,1748,89,2435,1748,89
997,mT10_H-24,-326.4497553,39.68924471,-89,275,2268,89,2426,2268,89
998,mT10_H-25,-335.9643035,39.52798118,-89,273,2334,89,2428,2334,89
999,mT10_H-26,-375.1513412,59.68592235,-89,413,2606,89,2288,2606,89
1000,mT10_H-27,-396.7606541,73.39332235,-89,509,2756,89,2192,2756,89
1001,mT10_H-28,-441.4306518,162.2495271,-89,1126,3066,89,1575,3066,89
1002,mT10_H-29,-335.6417765,76.13480235,-89,528,2332,89,2173,2332,89
1003,mT10_H-3,-265.8146682,67.42657176,-89,467,1847,89,2234,1847,89
