id,name,x,y,z
212,mL1_H-93,-429.0461275841701,187.99975316007087,-187.0
213,mL1_H-94,-432.1523077377436,146.1480626698169,-187.0
214,mL1_H-95,-431.9888245717661,131.2710945658594,-187.0
215,mL1_H-96,-411.22646249261663,98.5744613703485,-187.0
216,mL1_H-97,-395.6955617247489,83.04356060248081,-187.0
217,mL1_H-98,-211.777,259.4418966922623,-187.0
218,mL1_H-99,-169.43486001181333,182.1143591848789,-187.0
219,mL1_L-1,-306.4726083168448,287.94210361041905,-194.0
220,mL1_L-10,-390.3696106948983,266.17872279551807,-194.0
221,mL1_L-100,-199.8154290560323,225.4762166913139,-194.0
222,mL1_L-101,-193.3362546149549,214.8437253008279,-194.0
223,mL1_L-102,-182.53763054649255,200.5563149948624,-194.0
224,mL1_L-103,-179.38110966494204,195.40620197759577,-194.0
225,mL1_L-104,-222.24334058283867,87.58609397094881,-194.0
226,mL1_L-105,-197.48957156436347,90.07808414059396,-194.0
227,mL1_L-106,-168.9147509524324,134.9339071942067,-194.0
228,mL1_L-107,-166.75502613873994,140.74855092337873,-194.0
229,mL1_L-108,-166.42276078278724,149.71971553410128,-194.0
230,mL1_L-109,-167.75182220659798,158.85701282280016,-194.0
231,mL1_L-11,-156.620932782183,153.37463444958084,-194.0
232,mL1_L-110,-171.40674112207756,184.1091798752044,-194.0
233,mL1_L-111,-186.85708017387748,210.35814299546664,-194.0
234,mL1_L-112,-193.6685199709076,229.2972682847698,-194.0
235,mL1_L-113,-185.5280187500667,214.17919458892257,-194.0
236,mL1_L-114,-211.6108491923527,71.96962224117252,-194.0
237,mL1_L-115,-390.2034780169219,81.1069195298714,-194.0
238,mL1_L-116,-219.58521773521716,256.2107621169375,-194.0
239,mL1_L-117,-211.2785838364,247.7379955401439,-194.0
240,mL1_L-118,-207.29139956496775,252.05744516752887,-194.0
241,mL1_L-119,-216.2625641756903,257.70595621872457,-194.0
242,mL1_L-12,-162.26944383337866,149.71971553410128,-194.0
243,mL1_L-120,-200.646092445914,242.92014787883,-194.0
244,mL1_L-121,-193.50238729293125,234.4473813020365,-194.0
245,mL1_L-13,-163.5985052571894,153.2085017716045,-194.0
246,mL1_L-14,-170.74221041017216,198.39659018116993,-194.0
247,mL1_L-15,-176.2245887833915,211.85333709725376,-194.0
248,mL1_L-16,-178.38431359708397,218.99704225023652,-194.0
249,mL1_L-17,-187.18934552983015,236.4409734377526,-194.0
250,mL1_L-18,-201.14449047984303,249.73158767586008,-194.0
251,mL1_L-19,-406.8167458145563,245.2460053704988,-194.0
252,mL1_L-2,-300.32569923172014,56.02088515544354,-194.0
253,mL1_L-20,-417.6153698830186,237.43776950561065,-194.0
254,mL1_L-21,-416.9508391711133,232.78605452227305,-194.0
255,mL1_L-22,-423.097748256238,231.45699309846228,-194.0
256,mL1_L-23,-428.5801266294573,209.85974496153764,-194.0
257,mL1_L-24,-430.7398514431498,198.2304575031936,-194.0
258,mL1_L-25,-436.7206278502981,153.2085017716045,-194.0
259,mL1_L-26,-438.0496892741089,149.71971553410128,-194.0
260,mL1_L-27,-444.0304656812573,149.71971553410128,-194.0
261,mL1_L-28,-260.121591161445,45.72065912091024,-194.0
262,mL1_L-29,-222.90787129474404,57.51607925723063,-194.0
263,mL1_L-3,-221.91107522688597,269.99977438897395,-194.0
264,mL1_L-30,-208.12206295484947,66.65337654592952,-194.0
265,mL1_L-31,-191.67492783519145,85.09410380130365,-194.0
266,mL1_L-32,-181.7069671566109,97.05565661560038,-194.0
267,mL1_L-33,-182.86989590244525,101.87350427691436,-194.0
268,mL1_L-34,-169.24701630838507,125.2982118715788,-194.0
269,mL1_L-35,-162.60170918933136,140.91468360135508,-194.0
270,mL1_L-36,-345.51378764128555,45.222261086981206,-194.0
271,mL1_L-37,-382.56137483001015,62.66619227449728,-194.0
272,mL1_L-38,-410.3055320520595,91.7394109203574,-194.0
273,mL1_L-39,-416.7847064931369,101.37510624298532,-194.0
274,mL1_L-4,-218.0900236334301,263.35446726992024,-194.0
275,mL1_L-40,-422.1009521883799,108.68494407394444,-194.0
276,mL1_L-41,-436.3883624943455,139.917887533497,-194.0
277,mL1_L-42,-299.99343387576744,72.3018875971252,-194.0
278,mL1_L-43,-287.201217671589,92.40394163226276,-194.0
279,mL1_L-44,-278.72845109479545,100.87670820905628,-194.0
280,mL1_L-45,-264.9394388227589,94.72979912393156,-194.0
281,mL1_L-46,-291.18840194302123,62.500059596520934,-194.0
282,mL1_L-47,-199.64929637805596,84.76183844535097,-194.0
283,mL1_L-48,-231.04837251558487,84.59570576737462,-194.0
284,mL1_L-49,-228.5563823459397,79.11332739415528,-194.0
285,mL1_L-5,-223.2401366506967,261.5270078121805,-194.0
286,mL1_L-50,-247.9939056691719,85.26023647928,-194.0
287,mL1_L-51,-274.57513414538687,104.86389248048852,-194.0
288,mL1_L-52,-278.1201135596508,114.48354754917167,-194.0
289,mL1_L-53,-275.9041955691976,131.44512095670348,-194.0
290,mL1_L-54,-239.02274105844936,89.41355342868857,-194.0
291,mL1_L-55,-239.02274105844936,85.75863451320902,-194.0
292,mL1_L-56,-308.1339350966083,63.99525369830803,-194.0
293,mL1_L-57,-306.8048736727975,94.56366644595523,-194.0
294,mL1_L-58,-318.26802845316524,98.88311607334016,-194.0
295,mL1_L-59,-326.9069277079351,100.87670820905628,-194.0
296,mL1_L-6,-259.7893258054923,272.15949920266644,-194.0
297,mL1_L-60,-334.05063286091786,93.06847234416814,-194.0
298,mL1_L-61,-383.0597728639392,67.15177457985855,-194.0
299,mL1_L-62,-380.6984880791175,75.1203767278642,-194.0
300,mL1_L-63,-369.2707605919027,80.11012346201335,-194.0
301,mL1_L-64,-356.3124117097479,81.27305220784774,-194.0
302,mL1_L-65,-357.1430750996296,84.09730773344559,-194.0
303,mL1_L-66,-362.1270554389199,86.09089986916172,-194.0
304,mL1_L-67,-337.70555177639744,110.01400549775518,-194.0
305,mL1_L-68,-321.92294736864477,136.7613666519465,-194.0
306,mL1_L-69,-317.60349774125984,110.34627085370786,-194.0
307,mL1_L-7,-351.99296208236296,273.32242794850083,-194.0
308,mL1_L-70,-322.4213454025738,102.8703003447724,-194.0
309,mL1_L-71,-248.65843638107728,104.0332290906068,-194.0
310,mL1_L-72,-267.9298270263331,100.71057553107994,-194.0
311,mL1_L-73,-318.10189577518884,141.4130816352841,-194.0
312,mL1_L-74,-307.9678024186319,148.5567867882669,-194.0
313,mL1_L-75,-296.33851496028785,150.88264427993568,-194.0
314,mL1_L-76,-279.89137984062984,138.92109146563894,-194.0
315,mL1_L-77,-300.49183190969643,155.866624619226,-194.0
316,mL1_L-78,-297.33531102814595,161.68126834839802,-194.0
317,mL1_L-79,-314.94537489363836,154.20529783946256,-194.0
318,mL1_L-8,-388.5421512371585,259.865681032417,-194.0
319,mL1_L-80,-289.69320784123414,108.02041336203904,-194.0
320,mL1_L-81,-307.4694043847029,109.51560746382614,-194.0
321,mL1_L-82,-307.8016697406556,99.87991214119822,-194.0
322,mL1_L-83,-289.1948098073051,101.37510624298532,-194.0
323,mL1_L-84,-419.6089620187347,202.05150909664948,-194.0
324,mL1_L-85,-424.2606770020724,193.24647716390328,-194.0
325,mL1_L-86,-378.0757925246489,84.09730773344559,-194.0
326,mL1_L-87,-383.5581708978682,82.10371559772946,-194.0
327,mL1_L-88,-402.829561543124,92.07167627631009,-194.0
328,mL1_L-89,-413.6281856115864,103.36869837870144,-194.0
329,mL1_L-9,-392.1970701526381,260.8624771002751,-194.0
330,mL1_L-90,-432.7334435788659,142.07761234718947,-194.0
331,mL1_L-91,-432.06891286696055,154.86982855136793,-194.0
332,mL1_L-92,-426.9187998496938,194.575538587714,-194.0
333,mL1_L-93,-419.27669666278206,207.8661528258215,-194.0
334,mL1_L-94,-416.7847064931369,218.33251153833115,-194.0
335,mL1_L-95,-408.9764706282488,233.6167179121547,-194.0
336,mL1_L-96,-404.32475564491114,238.7668309294214,-194.0
337,mL1_L-97,-378.0757925246489,258.5366196086063,-194.0
338,mL1_L-98,-217.25936024354837,247.5718628621676,-194.0
339,mL1_L-99,-206.12847081913333,233.6167179121547,-194.0
340,mL2-L3-1,-300.996039430259,74.51045206471457,-237.0
341,mL2-L3-10,-310.004877620882,69.10514915034078,-237.0
342,mL2-L3-11,-236.73299367048187,57.69395410888503,-237.0
343,mL2-L3-12,-173.22068442658997,110.69595213038346,-237.0
344,mL2-L3-13,-186.58379440934735,108.29359527955069,-237.0
345,mL2-L3-14,-202.4994085461146,98.08357866351132,-237.0
346,mL2-L3-15,-204.9017653969474,101.0865247270523,-237.0
347,mL2-L3-16,-211.65839403991464,95.68122181267852,-237.0
348,mL2-L3-17,-230.57695424022285,95.08063259997031,-237.0
349,mL2-L3-18,-374.41807068383616,88.17385665382605,-237.0
350,mL2-L3-19,-374.71836529019026,60.84704747560306,-237.0
351,mL2-L3-2,-302.7978070683836,286.5184441507083,-237.0
352,mL2-L3-20,-420.51329275919034,102.43785045564574,-237.0
353,mL2-L3-21,-400.3935541334657,95.53107450950148,-237.0
354,mL2-L3-22,-390.63397942695747,89.97562429195065,-237.0
355,mL2-L3-23,-425.61830106721,141.92659119120975,-237.0
356,mL2-L3-24,-428.47109982757394,141.62629658485565,-237.0
357,mL2-L3-25,-431.624193194292,149.58410365323925,-237.0
358,mL2-L3-26,-428.621247130751,148.833367137354,-237.0
359,mL2-L3-27,-172.46994791070472,145.5301264674589,-237.0
360,mL2-L3-28,-176.37377779330802,145.22983186110483,-237.0
361,mL2-L3-29,-179.07642925049493,130.515396149754,-237.0
362,mL2-L3-3,-279.07453316640976,126.61156626715068,-237.0
363,mL2-L3-30,-173.97142094247522,128.86377581480644,-237.0
364,mL2-L3-31,-218.5651699860589,82.76855373945227,-237.0
365,mL2-L3-32,-378.4720478696165,80.51634419179653,-237.0
366,mL2-L3-33,-360.9048133979017,123.15817829407855,-237.0
367,mL2-L3-34,-242.13829658485565,121.50655795913102,-237.0
368,mL2-L3-35,-268.4140746408393,106.04138573189492,-237.0
369,mL2-L3-36,-327.4219647894197,112.19742516215396,-237.0
370,mL2-L3-37,-241.23741276579335,262.64502294555746,-237.0
371,mL2-L3-38,-230.27665963386875,260.0925187915476,-237.0
372,mL2-L3-39,-199.9469043921048,239.972780165823,-237.0
373,mL2-L3-4,-280.7261535013573,153.0374916263114,-237.0
374,mL2-L3-40,-201.8988193334064,236.81968679910497,-237.0
375,mL2-L3-41,-178.62598734096375,154.83925926443598,-237.0
376,mL2-L3-42,-407.0000354732559,232.76570961332465,-237.0
377,mL2-L3-43,-381.7752885395115,257.9904565470689,-237.0
378,mL2-L3-44,-369.91365158852466,260.3928133979017,-237.0
379,mL2-L3-45,-257.0028795993835,103.4888815778851,-237.0
380,mL2-L3-46,-280.87630080453437,103.63902888106216,-237.0
381,mL2-L3-47,-409.4023923240887,237.5704233149902,-237.0
382,mL2-L3-48,-321.5662199655148,100.63608281752116,-237.0
383,mL2-L3-49,-214.96163470980972,258.14060385024595,-237.0
384,mL2-L3-5,-324.56916602905574,157.24161611526878,-237.0
385,mL2-L3-50,-387.3307387570624,260.54296070107875,-237.0
386,mL2-L3-6,-326.5210809703574,122.85788368772448,-237.0
387,mL2-L3-7,-321.41607266233774,109.79506831132116,-237.0
388,mL2-L3-8,-284.9302779903147,110.84609943356052,-237.0
389,mL2-L3-9,-290.6358755110426,69.25529645351783,-237.0
390,mL2_H-1,-306.4013423446328,287.71962257612466,-223.0
391,mL2_H-10,-321.8665145718689,122.70773638454742,-223.0
392,mL2_H-11,-320.51518884327544,148.68321983417695,-223.0
393,mL2_H-12,-312.85767638124594,155.58999578032123,-223.0
394,mL2_H-13,-299.7948610048426,157.09146881209173,-223.0
395,mL2_H-14,-288.0833713570328,150.48498747230155,-223.0
396,mL2_H-15,-282.828215745836,144.32894804204253,-223.0
397,mL2_H-16,-225.77224053855727,91.02665541419,-223.0
398,mL2_H-17,-374.41807068383616,87.57326744111785,-223.0
399,mL2_H-18,-385.67911842211487,87.27297283476375,-223.0
400,mL2_H-19,-392.43574706508207,89.07474047288835,-223.0
401,mL2_H-2,-299.7948610048426,71.95794791070472,-223.0
402,mL2_H-20,-389.132506395187,91.32695002054407,-223.0
403,mL2_H-21,-221.71826335277697,88.77444586653425,-223.0
404,mL2_H-22,-209.25603718908184,90.57621350465884,-223.0
405,mL2_H-23,-212.5592778589769,92.8284230523146,-223.0
406,mL2_H-24,-246.94301028652123,48.08452670555387,-223.0
407,mL2_H-25,-353.2473009358722,44.18069682295058,-223.0
408,mL2_H-26,-379.5230789918558,74.6605993678916,-223.0
409,mL2_H-27,-221.71826335277697,69.10514915034078,-223.0
410,mL2_H-28,-178.02539812825557,112.04727785897693,-223.0
411,mL2_H-29,-171.26876948528837,125.56053514491136,-223.0
412,mL2_H-3,-291.83705393645903,106.64197494460312,-223.0
413,mL2_H-30,-177.12451430919327,126.61156626715068,-223.0
414,mL2_H-31,-182.52981722356705,113.8490454971015,-223.0
415,mL2_H-32,-168.56611802810147,171.9560518266196,-223.0
416,mL2_H-33,-174.87230476153752,170.90502070438026,-223.0
417,mL2_H-34,-172.31980060752767,188.6224024792721,-223.0
418,mL2_H-35,-178.32569273460967,187.57137135703277,-223.0
419,mL2_H-36,-183.5808483458064,218.5017158115049,-223.0
420,mL2_H-37,-186.73394171252443,216.39965356702623,-223.0
421,mL2_H-38,-187.33453092523263,222.25539839093116,-223.0
422,mL2_H-39,-189.73688777606543,220.6037780559836,-223.0
423,mL2_H-4,-311.65649795582954,106.19153303507198,-223.0
424,mL2_H-40,-228.3247446925671,260.24266609472465,-223.0
425,mL2_H-41,-246.64271568016713,266.0984109186296,-223.0
426,mL2_H-42,-364.808643280505,266.3987055249837,-223.0
427,mL2_H-43,-383.7272034808132,259.4919295788394,-223.0
428,mL2_H-44,-389.4328010015411,260.9934026106099,-223.0
429,mL2_H-45,-216.16281313522612,262.04443373284926,-223.0
430,mL2_H-46,-355.0490685739968,118.50361189559004,-223.0
